,gemini-2.5-flash,gpt-4o
kbaa-p048:mismatch_bool,True,True
kbaa-p048:pred_nrows,19,19
kbaa-p048:pred_adj_nrows,19,19
kbaa-p048:gt_nrows,22,22
kbaa-p048:matches_pct,,
kbaa-p121:__COL__:lastname,22,22
kbaa-p121:__COL__:firstname,22,21
kbaa-p121:__COL__:maidenname,22,22
kbaa-p121:__COL__:birthyear,22,21
kbaa-p121:__COL__:deathyear,22,22
kbaa-p121:__COL__:title,22,19
kbaa-p121:__COL__:city,22,20
kbaa-p121:__COL__:publisher,22,19
kbaa-p121:__COL__:publishyear,22,21
kbaa-p121:__COL__:pagecount,22,21
kbaa-p121:__COL__:library,22,3
kbaa-p121:__COL__:description,20,20
kbaa-p121:__COL__:index,22,22
kbaa-p121:matches,284,253
kbaa-p121:total,286,286
kbaa-p121:mismatch_bool,False,False
kbaa-p121:pred_nrows,22,22
kbaa-p121:pred_adj_nrows,22,22
kbaa-p121:gt_nrows,22,22
kbaa-p121:matches_pct,99.3006993006993,88.46153846153845
kbaa-p064:__COL__:lastname,22,
kbaa-p064:__COL__:firstname,22,
kbaa-p064:__COL__:maidenname,22,
kbaa-p064:__COL__:birthyear,22,
kbaa-p064:__COL__:deathyear,22,
kbaa-p064:__COL__:title,21,
kbaa-p064:__COL__:city,22,
kbaa-p064:__COL__:publisher,22,
kbaa-p064:__COL__:publishyear,22,
kbaa-p064:__COL__:pagecount,22,
kbaa-p064:__COL__:library,22,
kbaa-p064:__COL__:description,21,
kbaa-p064:__COL__:index,22,
kbaa-p064:matches,284,
kbaa-p064:total,286,
kbaa-p064:mismatch_bool,False,True
kbaa-p064:pred_nrows,21,15
kbaa-p064:pred_adj_nrows,22,15
kbaa-p064:gt_nrows,22,22
kbaa-p064:matches_pct,99.3006993006993,
kbaa-p072:__COL__:lastname,12,12
kbaa-p072:__COL__:firstname,4,4
kbaa-p072:__COL__:maidenname,18,19
kbaa-p072:__COL__:birthyear,7,7
kbaa-p072:__COL__:deathyear,18,18
kbaa-p072:__COL__:title,4,4
kbaa-p072:__COL__:city,5,6
kbaa-p072:__COL__:publisher,5,4
kbaa-p072:__COL__:publishyear,5,5
kbaa-p072:__COL__:pagecount,4,4
kbaa-p072:__COL__:library,5,5
kbaa-p072:__COL__:description,4,4
kbaa-p072:__COL__:index,4,4
kbaa-p072:matches,95,96
kbaa-p072:total,260,260
kbaa-p072:mismatch_bool,False,False
kbaa-p072:pred_nrows,20,20
kbaa-p072:pred_adj_nrows,20,20
kbaa-p072:gt_nrows,20,20
kbaa-p072:matches_pct,36.53846153846153,36.92307692307693
kbaa-p005:matches,,85
kbaa-p005:total,,273
kbaa-p005:mismatch_bool,True,False
kbaa-p005:pred_nrows,19,20
kbaa-p005:pred_adj_nrows,19,21
kbaa-p005:gt_nrows,21,21
kbaa-p005:matches_pct,,31.135531135531135
kbaa-p101:__COL__:lastname,22,15
kbaa-p101:__COL__:firstname,21,12
kbaa-p101:__COL__:maidenname,22,22
kbaa-p101:__COL__:birthyear,22,13
kbaa-p101:__COL__:deathyear,22,20
kbaa-p101:__COL__:title,22,12
kbaa-p101:__COL__:city,21,13
kbaa-p101:__COL__:publisher,22,11
kbaa-p101:__COL__:publishyear,22,12
kbaa-p101:__COL__:pagecount,22,12
kbaa-p101:__COL__:library,22,0
kbaa-p101:__COL__:description,20,11
kbaa-p101:__COL__:index,22,12
kbaa-p101:matches,282,165
kbaa-p101:total,286,286
kbaa-p101:mismatch_bool,False,False
kbaa-p101:pred_nrows,22,21
kbaa-p101:pred_adj_nrows,22,22
kbaa-p101:gt_nrows,22,22
kbaa-p101:matches_pct,98.6013986013986,57.692307692307686
kbaa-p068:__COL__:lastname,20,20
kbaa-p068:__COL__:firstname,20,20
kbaa-p068:__COL__:maidenname,19,19
kbaa-p068:__COL__:birthyear,19,20
kbaa-p068:__COL__:deathyear,19,20
kbaa-p068:__COL__:title,16,18
kbaa-p068:__COL__:city,20,20
kbaa-p068:__COL__:publisher,20,20
kbaa-p068:__COL__:publishyear,20,20
kbaa-p068:__COL__:pagecount,20,20
kbaa-p068:__COL__:library,20,20
kbaa-p068:__COL__:description,19,18
kbaa-p068:__COL__:index,20,20
kbaa-p068:matches,252,255
kbaa-p068:total,260,260
kbaa-p068:mismatch_bool,False,False
kbaa-p068:pred_nrows,20,20
kbaa-p068:pred_adj_nrows,20,20
kbaa-p068:gt_nrows,20,20
kbaa-p068:matches_pct,96.92307692307692,98.07692307692307
__ALL__:__COL__:lastname,765,627
__ALL__:__COL__:firstname,744,567
__ALL__:__COL__:maidenname,786,648
__ALL__:__COL__:birthyear,765,587
__ALL__:__COL__:deathyear,785,626
__ALL__:__COL__:title,730,531
__ALL__:__COL__:city,753,559
__ALL__:__COL__:publisher,754,542
__ALL__:__COL__:publishyear,752,566
__ALL__:__COL__:pagecount,756,554
__ALL__:__COL__:library,748,487
__ALL__:__COL__:description,680,520
__ALL__:__COL__:index,759,582
__ALL__:matches,9777,7396
__ALL__:total,10387,8658
__ALL__:matches_pct,94.12727447771253,85.42388542388542
__ALL__:mismatched_dim_count,4,10
__ALL__:pred_nrows,858,829
__ALL__:pred_adj_nrows,877,854
__ALL__:gt_nrows,883,883
__ALL__:counted_nrows,799,666
kbaa-p070:__COL__:lastname,,19
kbaa-p070:__COL__:firstname,,19
kbaa-p070:__COL__:maidenname,,18
kbaa-p070:__COL__:birthyear,,19
kbaa-p070:__COL__:deathyear,,19
kbaa-p070:__COL__:title,,17
kbaa-p070:__COL__:city,,18
kbaa-p070:__COL__:publisher,,18
kbaa-p070:__COL__:publishyear,,18
kbaa-p070:__COL__:pagecount,,19
kbaa-p070:__COL__:library,,15
kbaa-p070:__COL__:description,,17
kbaa-p070:__COL__:index,,18
kbaa-p005:__COL__:lastname,,12
kbaa-p005:__COL__:firstname,,7
kbaa-p005:__COL__:maidenname,,19
kbaa-p005:__COL__:birthyear,,6
kbaa-p005:__COL__:deathyear,,12
kbaa-p005:__COL__:title,,3
kbaa-p005:__COL__:city,,4
kbaa-p005:__COL__:publisher,,6
kbaa-p005:__COL__:publishyear,,3
kbaa-p005:__COL__:pagecount,,3
kbaa-p005:__COL__:library,,5
kbaa-p005:__COL__:description,,2
kbaa-p005:__COL__:index,,3
