,gemini-2.5-flash,gpt-4o
kbaa-p005:matches,,
kbaa-p005:total,,
kbaa-p005:mismatch_bool,True,True
kbaa-p005:pred_nrows,19,18
kbaa-p005:pred_adj_nrows,19,18
kbaa-p005:gt_nrows,21,21
kbaa-p005:matches_pct,,
kbaa-p101:__COL__:lastname,14,15
kbaa-p101:__COL__:firstname,11,10
kbaa-p101:__COL__:maidenname,22,22
kbaa-p101:__COL__:birthyear,13,13
kbaa-p101:__COL__:deathyear,20,20
kbaa-p101:__COL__:title,6,0
kbaa-p101:__COL__:city,11,12
kbaa-p101:__COL__:publisher,12,11
kbaa-p101:__COL__:publishyear,12,12
kbaa-p101:__COL__:pagecount,12,12
kbaa-p101:__COL__:library,13,0
kbaa-p101:__COL__:description,10,8
kbaa-p101:__COL__:index,12,12
kbaa-p101:matches,168,147
kbaa-p101:total,286,286
kbaa-p101:mismatch_bool,False,False
kbaa-p101:pred_nrows,21,21
kbaa-p101:pred_adj_nrows,22,22
kbaa-p101:gt_nrows,22,22
kbaa-p101:matches_pct,58.74125874125874,51.39860139860139
kbaa-p068:__COL__:lastname,20,20
kbaa-p068:__COL__:firstname,19,2
kbaa-p068:__COL__:maidenname,19,18
kbaa-p068:__COL__:birthyear,20,20
kbaa-p068:__COL__:deathyear,20,20
kbaa-p068:__COL__:title,12,0
kbaa-p068:__COL__:city,19,19
kbaa-p068:__COL__:publisher,19,19
kbaa-p068:__COL__:publishyear,20,20
kbaa-p068:__COL__:pagecount,20,20
kbaa-p068:__COL__:library,20,19
kbaa-p068:__COL__:description,16,16
kbaa-p068:__COL__:index,20,20
kbaa-p068:matches,244,213
kbaa-p068:total,260,260
kbaa-p068:mismatch_bool,False,False
kbaa-p068:pred_nrows,20,20
kbaa-p068:pred_adj_nrows,20,20
kbaa-p068:gt_nrows,20,20
kbaa-p068:matches_pct,93.84615384615384,81.92307692307692
__ALL__:__COL__:lastname,630,626
__ALL__:__COL__:firstname,592,549
__ALL__:__COL__:maidenname,666,662
__ALL__:__COL__:birthyear,629,609
__ALL__:__COL__:deathyear,654,642
__ALL__:__COL__:title,290,170
__ALL__:__COL__:city,603,579
__ALL__:__COL__:publisher,583,527
__ALL__:__COL__:publishyear,612,590
__ALL__:__COL__:pagecount,610,582
__ALL__:__COL__:library,548,483
__ALL__:__COL__:description,518,492
__ALL__:__COL__:index,619,604
__ALL__:matches,7554,7115
__ALL__:total,8853,8892
__ALL__:matches_pct,85.32700779396815,80.0157444894287
__ALL__:mismatched_dim_count,9,9
__ALL__:pred_nrows,847,838
__ALL__:pred_adj_nrows,863,859
__ALL__:gt_nrows,876,876
__ALL__:counted_nrows,681,684
kbaa-p039:__COL__:lastname,,20
kbaa-p039:__COL__:firstname,,18
kbaa-p039:__COL__:maidenname,,20
kbaa-p039:__COL__:birthyear,,20
kbaa-p039:__COL__:deathyear,,20
kbaa-p039:__COL__:title,,13
kbaa-p039:__COL__:city,,19
kbaa-p039:__COL__:publisher,,15
kbaa-p039:__COL__:publishyear,,20
kbaa-p039:__COL__:pagecount,,20
kbaa-p039:__COL__:library,,20
kbaa-p039:__COL__:description,,17
kbaa-p039:__COL__:index,,20
kbaa-p121:__COL__:lastname,,22
kbaa-p121:__COL__:firstname,,18
kbaa-p121:__COL__:maidenname,,21
kbaa-p121:__COL__:birthyear,,21
kbaa-p121:__COL__:deathyear,,21
kbaa-p121:__COL__:title,,0
kbaa-p121:__COL__:city,,21
kbaa-p121:__COL__:publisher,,19
kbaa-p121:__COL__:publishyear,,21
kbaa-p121:__COL__:pagecount,,22
kbaa-p121:__COL__:library,,20
kbaa-p121:__COL__:description,,18
kbaa-p121:__COL__:index,,22
