,gemini-2.5-flash,gpt-4o
kbaa-p101:__COL__:publisher,12,11
kbaa-p101:__COL__:publishyear,12,12
kbaa-p101:__COL__:pagecount,12,12
kbaa-p101:__COL__:library,13,13
kbaa-p101:__COL__:description,11,12
kbaa-p101:__COL__:index,12,12
kbaa-p101:matches,178,178
kbaa-p101:total,286,286
kbaa-p101:mismatch_bool,False,False
kbaa-p101:pred_nrows,21,21
kbaa-p101:pred_adj_nrows,22,22
kbaa-p101:gt_nrows,22,22
kbaa-p101:matches_pct,62.23776223776224,62.23776223776224
kbaa-p068:__COL__:lastname,20,20
kbaa-p068:__COL__:firstname,19,19
kbaa-p068:__COL__:maidenname,19,19
kbaa-p068:__COL__:birthyear,20,19
kbaa-p068:__COL__:deathyear,20,19
kbaa-p068:__COL__:title,16,17
kbaa-p068:__COL__:city,20,20
kbaa-p068:__COL__:publisher,20,20
kbaa-p068:__COL__:publishyear,20,20
kbaa-p068:__COL__:pagecount,20,20
kbaa-p068:__COL__:library,19,20
kbaa-p068:__COL__:description,19,19
kbaa-p068:__COL__:index,20,20
kbaa-p068:matches,252,252
kbaa-p068:total,260,260
kbaa-p068:mismatch_bool,False,False
kbaa-p068:pred_nrows,20,20
kbaa-p068:pred_adj_nrows,20,20
kbaa-p068:gt_nrows,20,20
kbaa-p068:matches_pct,96.92307692307692,96.92307692307692
__ALL__:__COL__:lastname,596,655
__ALL__:__COL__:firstname,560,604
__ALL__:__COL__:maidenname,652,711
__ALL__:__COL__:birthyear,582,632
__ALL__:__COL__:deathyear,626,674
__ALL__:__COL__:title,547,600
__ALL__:__COL__:city,572,619
__ALL__:__COL__:publisher,569,619
__ALL__:__COL__:publishyear,563,617
__ALL__:__COL__:pagecount,567,612
__ALL__:__COL__:library,578,628
__ALL__:__COL__:description,517,602
__ALL__:__COL__:index,566,615
__ALL__:matches,7495,8188
__ALL__:total,8684,9412
__ALL__:matches_pct,86.30815292491938,86.99532511687208
__ALL__:mismatched_dim_count,10,7
__ALL__:pred_nrows,849,852
__ALL__:pred_adj_nrows,861,867
__ALL__:gt_nrows,876,876
__ALL__:counted_nrows,668,724
kbaa-p067:__COL__:lastname,,20
kbaa-p067:__COL__:firstname,,19
kbaa-p067:__COL__:maidenname,,19
kbaa-p067:__COL__:birthyear,,20
kbaa-p067:__COL__:deathyear,,20
kbaa-p067:__COL__:title,,18
kbaa-p067:__COL__:city,,20
kbaa-p067:__COL__:publisher,,20
kbaa-p067:__COL__:publishyear,,20
kbaa-p067:__COL__:pagecount,,19
kbaa-p067:__COL__:library,,20
kbaa-p067:__COL__:description,,18
kbaa-p067:__COL__:index,,20
kbaa-p061:__COL__:lastname,,20
kbaa-p061:__COL__:firstname,,20
kbaa-p061:__COL__:maidenname,,20
kbaa-p061:__COL__:birthyear,,20
kbaa-p061:__COL__:deathyear,,20
kbaa-p061:__COL__:title,,20
kbaa-p061:__COL__:city,,20
kbaa-p061:__COL__:publisher,,20
kbaa-p061:__COL__:publishyear,,20
kbaa-p061:__COL__:pagecount,,19
kbaa-p061:__COL__:library,,20
kbaa-p061:__COL__:description,,20
kbaa-p061:__COL__:index,,20
kbaa-p039:__COL__:lastname,,20
kbaa-p039:__COL__:firstname,,20
kbaa-p039:__COL__:maidenname,,20
kbaa-p039:__COL__:birthyear,,20
kbaa-p039:__COL__:deathyear,,20
kbaa-p039:__COL__:title,,20
kbaa-p039:__COL__:city,,20
kbaa-p039:__COL__:publisher,,19
kbaa-p039:__COL__:publishyear,,20
kbaa-p039:__COL__:pagecount,,18
kbaa-p039:__COL__:library,,20
kbaa-p039:__COL__:description,,20
kbaa-p039:__COL__:index,,19
kbaa-p058:__COL__:lastname,,9
kbaa-p058:__COL__:firstname,,4
kbaa-p058:__COL__:maidenname,,19
kbaa-p058:__COL__:birthyear,,4
kbaa-p058:__COL__:deathyear,,7
kbaa-p058:__COL__:title,,3
kbaa-p058:__COL__:city,,4
kbaa-p058:__COL__:publisher,,4
kbaa-p058:__COL__:publishyear,,3
kbaa-p058:__COL__:pagecount,,4
kbaa-p058:__COL__:library,,3
kbaa-p058:__COL__:description,,3
kbaa-p058:__COL__:index,,3
kbaa-p009:__COL__:lastname,,22
kbaa-p009:__COL__:firstname,,18
kbaa-p009:__COL__:maidenname,,23
kbaa-p009:__COL__:birthyear,,23
kbaa-p009:__COL__:deathyear,,23
kbaa-p009:__COL__:title,,23
kbaa-p009:__COL__:city,,23
kbaa-p009:__COL__:publisher,,23
kbaa-p009:__COL__:publishyear,,23
kbaa-p009:__COL__:pagecount,,23
kbaa-p009:__COL__:library,,23
kbaa-p009:__COL__:description,,23
kbaa-p009:__COL__:index,,23
kbaa-p072:__COL__:lastname,,19
kbaa-p072:__COL__:firstname,,19
kbaa-p072:__COL__:maidenname,,19
kbaa-p072:__COL__:birthyear,,18
kbaa-p072:__COL__:deathyear,,19
kbaa-p072:__COL__:title,,19
kbaa-p072:__COL__:city,,18
kbaa-p072:__COL__:publisher,,17
kbaa-p072:__COL__:publishyear,,19
kbaa-p072:__COL__:pagecount,,19
kbaa-p072:__COL__:library,,19
kbaa-p072:__COL__:description,,19
kbaa-p072:__COL__:index,,19
kbaa-p005:__COL__:lastname,,12
kbaa-p005:__COL__:firstname,,7
kbaa-p005:__COL__:maidenname,,19
kbaa-p005:__COL__:birthyear,,6
kbaa-p005:__COL__:deathyear,,12
kbaa-p005:__COL__:title,,2
kbaa-p005:__COL__:city,,4
kbaa-p005:__COL__:publisher,,5
kbaa-p005:__COL__:publishyear,,3
kbaa-p005:__COL__:pagecount,,3
kbaa-p005:__COL__:library,,6
kbaa-p005:__COL__:description,,2
kbaa-p005:__COL__:index,,3
