,gemini-2.5-flash,gpt-4o
kbaa-p121:__COL__:title,21,
kbaa-p121:__COL__:city,22,
kbaa-p121:__COL__:publisher,22,
kbaa-p121:__COL__:publishyear,22,
kbaa-p121:__COL__:pagecount,22,
kbaa-p121:__COL__:library,22,
kbaa-p121:__COL__:description,22,
kbaa-p121:__COL__:index,22,
kbaa-p121:matches,283,
kbaa-p121:total,286,
kbaa-p121:mismatch_bool,False,True
kbaa-p121:pred_nrows,22,19
kbaa-p121:pred_adj_nrows,22,19
kbaa-p121:gt_nrows,22,22
kbaa-p121:matches_pct,98.95104895104895,
kbaa-p064:__COL__:lastname,22,22
kbaa-p064:__COL__:firstname,21,22
kbaa-p064:__COL__:maidenname,22,22
kbaa-p064:__COL__:birthyear,22,22
kbaa-p064:__COL__:deathyear,22,22
kbaa-p064:__COL__:title,21,22
kbaa-p064:__COL__:city,22,22
kbaa-p064:__COL__:publisher,22,22
kbaa-p064:__COL__:publishyear,22,22
kbaa-p064:__COL__:pagecount,22,21
kbaa-p064:__COL__:library,22,22
kbaa-p064:__COL__:description,21,20
kbaa-p064:__COL__:index,22,22
kbaa-p064:matches,283,283
kbaa-p064:total,286,286
kbaa-p064:mismatch_bool,False,False
kbaa-p064:pred_nrows,21,21
kbaa-p064:pred_adj_nrows,22,22
kbaa-p064:gt_nrows,22,22
kbaa-p064:matches_pct,98.95104895104895,98.95104895104895
kbaa-p072:__COL__:lastname,19,
kbaa-p072:__COL__:firstname,19,
kbaa-p072:__COL__:maidenname,19,
kbaa-p072:__COL__:birthyear,19,
kbaa-p072:__COL__:deathyear,20,
kbaa-p072:__COL__:title,19,
kbaa-p072:__COL__:city,19,
kbaa-p072:__COL__:publisher,18,
kbaa-p072:__COL__:publishyear,20,
kbaa-p072:__COL__:pagecount,20,
kbaa-p072:__COL__:library,20,
kbaa-p072:__COL__:description,17,
kbaa-p072:__COL__:index,20,
kbaa-p072:matches,249,
kbaa-p072:total,260,
kbaa-p072:mismatch_bool,False,True
kbaa-p072:pred_nrows,19,21
kbaa-p072:pred_adj_nrows,20,21
kbaa-p072:gt_nrows,20,20
kbaa-p072:matches_pct,95.76923076923077,
kbaa-p005:__COL__:lastname,11,20
kbaa-p005:__COL__:firstname,7,19
kbaa-p005:__COL__:maidenname,19,21
kbaa-p005:__COL__:birthyear,6,21
kbaa-p005:__COL__:deathyear,12,21
kbaa-p005:__COL__:title,3,18
kbaa-p005:__COL__:city,4,21
kbaa-p005:__COL__:publisher,5,21
kbaa-p005:__COL__:publishyear,3,20
kbaa-p005:__COL__:pagecount,3,21
kbaa-p005:__COL__:library,6,21
kbaa-p005:__COL__:description,2,18
kbaa-p005:__COL__:index,3,21
kbaa-p005:matches,84,263
kbaa-p005:total,273,273
kbaa-p005:mismatch_bool,False,False
kbaa-p005:pred_nrows,20,21
kbaa-p005:pred_adj_nrows,21,21
kbaa-p005:gt_nrows,21,21
kbaa-p005:matches_pct,30.76923076923077,96.33699633699634
kbaa-p101:__COL__:lastname,14,22
kbaa-p101:__COL__:firstname,11,19
kbaa-p101:__COL__:maidenname,22,22
kbaa-p101:__COL__:birthyear,13,22
kbaa-p101:__COL__:deathyear,20,22
kbaa-p101:__COL__:title,12,20
kbaa-p101:__COL__:city,13,22
kbaa-p101:__COL__:publisher,11,20
kbaa-p101:__COL__:publishyear,12,22
kbaa-p101:__COL__:pagecount,12,22
kbaa-p101:__COL__:library,13,22
kbaa-p101:__COL__:description,11,20
kbaa-p101:__COL__:index,12,22
kbaa-p101:matches,176,277
kbaa-p101:total,286,286
kbaa-p101:mismatch_bool,False,False
kbaa-p101:pred_nrows,21,22
kbaa-p101:pred_adj_nrows,22,22
kbaa-p101:gt_nrows,22,22
kbaa-p101:matches_pct,61.53846153846154,96.85314685314685
kbaa-p068:__COL__:lastname,20,20
kbaa-p068:__COL__:firstname,20,19
kbaa-p068:__COL__:maidenname,19,19
kbaa-p068:__COL__:birthyear,20,20
kbaa-p068:__COL__:deathyear,20,20
kbaa-p068:__COL__:title,15,16
kbaa-p068:__COL__:city,18,19
kbaa-p068:__COL__:publisher,19,20
kbaa-p068:__COL__:publishyear,19,20
kbaa-p068:__COL__:pagecount,20,20
kbaa-p068:__COL__:library,19,20
kbaa-p068:__COL__:description,19,18
kbaa-p068:__COL__:index,20,20
kbaa-p068:matches,248,251
kbaa-p068:total,260,260
kbaa-p068:mismatch_bool,False,False
kbaa-p068:pred_nrows,20,20
kbaa-p068:pred_adj_nrows,20,20
kbaa-p068:gt_nrows,20,20
kbaa-p068:matches_pct,95.38461538461539,96.53846153846153
__ALL__:__COL__:lastname,740,688
__ALL__:__COL__:firstname,709,642
__ALL__:__COL__:maidenname,788,722
__ALL__:__COL__:birthyear,736,683
__ALL__:__COL__:deathyear,770,708
__ALL__:__COL__:title,679,603
__ALL__:__COL__:city,725,662
__ALL__:__COL__:publisher,716,657
__ALL__:__COL__:publishyear,722,666
__ALL__:__COL__:pagecount,724,659
__ALL__:__COL__:library,732,677
__ALL__:__COL__:description,654,623
__ALL__:__COL__:index,724,670
__ALL__:matches,9419,8660
__ALL__:total,10400,9516
__ALL__:matches_pct,90.5673076923077,91.00462379150905
__ALL__:mismatched_dim_count,4,7
__ALL__:pred_nrows,860,854
__ALL__:pred_adj_nrows,875,870
__ALL__:gt_nrows,883,883
__ALL__:counted_nrows,800,732
kbaa-p067:__COL__:lastname,,20
kbaa-p067:__COL__:firstname,,18
kbaa-p067:__COL__:maidenname,,19
kbaa-p067:__COL__:birthyear,,20
kbaa-p067:__COL__:deathyear,,20
kbaa-p067:__COL__:title,,18
kbaa-p067:__COL__:city,,19
kbaa-p067:__COL__:publisher,,19
kbaa-p067:__COL__:publishyear,,20
kbaa-p067:__COL__:pagecount,,20
kbaa-p067:__COL__:library,,20
kbaa-p067:__COL__:description,,17
kbaa-p067:__COL__:index,,20
kbaa-p058:__COL__:lastname,,21
kbaa-p058:__COL__:firstname,,20
kbaa-p058:__COL__:maidenname,,21
kbaa-p058:__COL__:birthyear,,21
kbaa-p058:__COL__:deathyear,,21
kbaa-p058:__COL__:title,,14
kbaa-p058:__COL__:city,,20
kbaa-p058:__COL__:publisher,,21
kbaa-p058:__COL__:publishyear,,21
kbaa-p058:__COL__:pagecount,,20
kbaa-p058:__COL__:library,,20
kbaa-p058:__COL__:description,,18
kbaa-p058:__COL__:index,,21
kbaa-p009:__COL__:lastname,,22
kbaa-p009:__COL__:firstname,,18
kbaa-p009:__COL__:maidenname,,23
kbaa-p009:__COL__:birthyear,,23
kbaa-p009:__COL__:deathyear,,23
kbaa-p009:__COL__:title,,22
kbaa-p009:__COL__:city,,23
kbaa-p009:__COL__:publisher,,23
kbaa-p009:__COL__:publishyear,,23
kbaa-p009:__COL__:pagecount,,23
kbaa-p009:__COL__:library,,23
kbaa-p009:__COL__:description,,23
kbaa-p009:__COL__:index,,23
